                2014                   0                   2                   0                   0                   0                   0                   0                   1                   1                   3
                2014                   0                   2                   0                   0                   0                   0                   0                   3                   2                   3
                2014                   0                   0                   4                   0                   0                   0                   0                   2                   3                   1
                2014                   0                   3                   2                   0                   0                   0                   0                   0                   4                   2
                2014                   0                   0                   0                   0                   0                   0                   0                   2                   5                   3
                2014                   0                   0                   2                   0                   0                   0                   0                   3                   6                   1
                2014                   0                   0                   2                   0                   0                   0                   0                   0                   7                   2
                2014                   0                   0                   2                   0                   0                   0                   0                   0                   8                   2
                2014                   0                   0                   0                   0                   0                   0                   0                   1                   9                   3
                2014                   0                   0                   0                   0                   0                   0                   0                   2                  10                   3
                2014                   0                   0                   0                   0                   0                   0                   0                   8                  11                   3
                2014                   0                   0                   0                   3                   4                   0                   0                   3                  12                   1
                2014                   0                   0                   8                   0                   0                   0                   0                   2                  13                   1
                2014                   0                   3                   0                   3                   1                   0                   0                   2                  14                   1
                2014                   0                   0                   0                   4                   3                   0                   0                   0                  15                   2
                2014                   0                   4                   0                   3                   4                   0                   0                   0                  16                   2
                2014                   0                   0                   0                   0                   0                   0                   0                   3                  17                   3
                2014                   0                   0                   0                   0                   0                   0                   0                   3                  18                   3
                2014                   0                   2                   3                   0                   0                   0                   0                   0                  19                   2
                2014                   0                   0                   0                   0                   0                   0                   0                   2                  20                   3
                2014                   0                   1                   0                   3                   4                   0                   0                   3                  21                   1
                2014                   0                   0                   0                   2                   1                   0                   0                   0                  22                   2
                2014                   0                   0                   0                   0                   0                   0                   0                   3                  23                   3
                2014                   0                   0                   0                   0                   0                   0                   0                   3                  24                   3
                2014                   0                   0                   0                   0                   0                   0                   0                   3                  25                   3
                2014                   0                   1                   0                   0                   0                   0                   0                   2                  26                   3
                2014                   0                   2                   0                   2                   4                   0                   0                   1                  27                   1
                2014                   0                   1                   2                   0                   0                   0                   0                   0                  28                   2
                2014                   0                   0                   0                   0                   0                   0                   0                   2                  29                   3
                2014                   0                   2                   0                   0                   0                   0                   0                   3                  30                   3
                2014                   0                   0                   0                   2                   4                   0                   0                   2                  31                   1
                2014                   0                   4                   0                   4                   1                   0                   0                   3                  32                   1
                2014                   0                   2                   0                   3                   3                   0                   0                   3                  33                   1
                2014                   0                   0                   0                   0                   0                   0                   0                   1                  34                   3
                2014                   0                   2                   0                   2                   1                   0                   0                   0                  35                   2
                2014                   0                   1                   0                   0                   0                   0                   0                   2                  36                   3
                2014                   0                   0                   2                   0                   0                   0                   0                   2                  37                   1
                2014                   0                   4                   0                   4                   4                   0                   0                   0                  38                   2
                2014                   0                   8                   0                   0                   0                   0                   0                   3                  39                   3
                2014                   0                   1                   0                   0                   0                   0                   0                   2                  40                   3
                2014                   0                   3                   1                   0                   0                   0                   0                   3                  41                   1
                2014                   0                   0                   0                   2                   3                   0                   0                   3                  42                   1
                2014                   0                   0                   8                   0                   0                   0                   0                   8                  43                   1
