Gss year for this respondent                       ,Denied raise without reason at work,Promotions are handled fairly,A woman won't get a job or promotion             ,A man won't get a job or promotion  ,For or against preferential hiring of women      ,Favor preferences in hiring blacks,Sex makes your promotion different,Whites hurt by aff. action,Respondent id number,Ballot used for interview
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1622,Ballot b
2014,Not applicable,Not at all true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1623,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1624,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Somewhat likely,1625,Ballot a
2014,Not applicable,Not applicable,Not applicable,Very likely,Strongly against,Not applicable,Not applicable,Not applicable,1626,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,1627,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1628,Ballot c
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1629,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1630,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1631,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Somewhat likely,1632,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,1633,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1634,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1635,Ballot b
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1636,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1637,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Don't know,Not applicable,Not applicable,Very likely,1638,Ballot a
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1639,Ballot b
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1640,Ballot b
2014,Not applicable,Not at all true,Not applicable,Very unlikely,Against,Not applicable,Not applicable,Not very likely,1641,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1642,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1643,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,1644,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not very likely,1645,Ballot a
2014,Not applicable,Very true,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Somewhat likely,1646,Ballot a
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1647,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,1648,Ballot b
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1649,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1650,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1651,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1652,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1653,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1654,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1655,Ballot b
2014,Not applicable,Dont know,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1656,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1657,Ballot b
2014,Not applicable,Not at all true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,1658,Ballot b
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1659,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1660,Ballot a
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1661,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1662,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1664,Ballot b
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1665,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1666,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not applicable,1667,Ballot b
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Strongly for,Not applicable,Not applicable,Not applicable,1669,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1672,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1673,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1674,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1676,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1677,Ballot c
2014,Not applicable,Not applicable,Not applicable,Dont know,Strongly for,Not applicable,Not applicable,Very likely,1678,Ballot a
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1679,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1680,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1681,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Somewhat likely,1682,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1683,Ballot c
2014,Not applicable,Not applicable,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Very likely,1684,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1685,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1686,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1687,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1688,Ballot c
2014,Not applicable,Very true,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Not applicable,1689,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1690,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,1691,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1692,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1693,Ballot a
2014,Not applicable,Not at all true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Somewhat likely,1694,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1695,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1696,Ballot c
2014,Not applicable,Very true,Not applicable,Very likely,Don't know,Not applicable,Not applicable,Not applicable,1697,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,1698,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1699,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Somewhat likely,1700,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1701,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1702,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1703,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1704,Ballot c
2014,Not applicable,Very true,Not applicable,Very likely,Against,Not applicable,Not applicable,Dont know,1705,Ballot a
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1706,Ballot c
2014,Not applicable,Very true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,1707,Ballot a
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1708,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1709,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,For,Not applicable,Not applicable,Somewhat likely,1710,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Somewhat likely,1711,Ballot a
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1712,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1713,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Very likely,For,Not applicable,Not applicable,Not very likely,1714,Ballot a
2014,Not applicable,Somewhat true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1715,Ballot a
2014,Not applicable,Not at all true,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Very likely,1716,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1717,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,1718,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1719,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1720,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1721,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1722,Ballot a
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1723,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,For,Not applicable,Not applicable,Somewhat likely,1724,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not applicable,1725,Ballot b
2014,Not applicable,Not at all true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Somewhat likely,1726,Ballot a
